nombre,num_vars,num_constraints,num_frac_vars,frac_var_ratio,lp_obj_value,primal_bound,dual_bound,gap,feasible_leaves,lp_iterations,lp_solving_time,lp_iterations_per_var,nsols,obj_mean,obj_std,obj_pos_ratio,obj_neg_ratio,obj_nonzero_ratio,farkas_mean,farkas_std,farkas_min,activity_mean,n_constraints_static,n_variables_static,pct_unary_constraints,pct_binary_constraints,pct_ternary_constraints,pct_quaternary_or_more,pct_terms_in_obj,pct_terms_in_constraints,pct_positive_terms_in_constraints,pct_positive_terms_in_obj,lbd_avg,trailpop_per_conflict,decisions_per_total_conflict,propagations_per_total_conflict,prop_per_decisions,decisions_per_conflict,propagations_per_conflict,total_conflicts_per_conflict,learned_clauses_per_conflict,restarts_per_conflict,learned_clause_length_avg,time_taken
normalized-injcomp_opt_4layers_maxfirst_lastlayerdecr1_size_45.opb,8100.0,6274.0,8100.0,1.0,-5.0,-5.0,-45.0,8.0,0.0,7080.0,5.000555,0.8740740740740741,6.0,-0.2,0.4000000000000001,0.0,0.2,0.2,0.0,0.0,0.0,1.438184415172195,4319.0,10125.0,0.0,0.0,0.927298,0.072702,0.0715421,0.928458,0.308219,0.0,128404000.0,-41855.4,122.042,-139.998,-1.14713,256349.0,-294066.0,2100.5,53.019,11.7425,9100.35,4.58123
normalized-NG.dot_luby_10null0mast_rapportOE1.0_TMAX120_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.406731,0.0,0.0,-0.018615800606641125,1.2624638727634576,0.0,0.004003532088122605,0.004003532088122605,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000685739,0.999314,0.63328,0.0,134218000.0,772182.0,152332.0,265899.0,1.74553,380829.0,664747.0,2.5,1.16667,1.0,589.0,4.35655
normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.049653,0.0,0.0,-9.473119239438505,207.74620588644663,0.0,0.008681291704791448,0.008681291704791448,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.00055883,0.999441,0.385501,0.0,96391600.0,-619133.0,127.034,-1258.33,-9.90548,65295.6,-646784.0,514.0,184.76,4.05151,6073.98,4.67992
normalized-BA_RDC4.dot_unif_0null50mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,72824.0,145712.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.053616,0.0,0.0,-4.456838247952583,62.73138384649865,0.0,0.005976242591180739,0.005976242591180739,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.00114631,0.998854,0.504753,0.0,104176000.0,-2463980.0,114.064,-5897.38,-51.7023,47336.6,-2447410.0,415.0,194.436,3.58724,3381.39,4.78744
normalized-minisat70_4_22_7.opb,4970.0,5188.0,4970.0,1.0,93486521.0,93486521.0,1989207.5569577925,45.99686599973218,0.0,9835.0,5.02327,1.9788732394366197,1.0,9579696.231187122,18669977.45871075,0.971830985915493,0.007042253521126761,0.9788732394366197,9.999999999999998e+98,1.2141680576410807e+83,1e+99,3.9356266344799837,14846.0,9940.0,0.0,0.655395,0.16267,0.181935,0.132129,0.867871,0.615553,0.992806,86688700.0,625110.0,87.0622,1327.16,15.2438,39047.4,595230.0,448.5,151.029,3.76726,11317.9,4.88142
normalized-BA_RDC4.dot_luby_20null20mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion_product.opb,52559.0,135477.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.041502,0.0,0.0,-0.4501651886628412,10.51919995119035,0.0,0.0067640410363415055,0.0067640410363415055,0.0,0.0,0.0,0.0,149401.0,57510.0,6.6934e-06,0.752431,0.171404,0.0761575,0.000973213,0.999027,0.589766,0.0,101092000.0,2919290.0,690.433,24619.0,35.6573,80780.7,2880420.0,117.0,73.434,1.57447,5204.61,4.78125
normalized-hw128-vm25p-opt.opb.negationfix.opb,47036.0,626.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,11.705218,0.0,0.0,0.0027100271002710027,0.05198733358604573,0.0027100271002710027,0.0,0.0027100271002710027,0.0,0.0,0.0,0.0,994.0,47232.0,0.0,0.0,0.0,1.0,0.000677048,0.999323,0.252033,1.0,97773500.0,291840.0,90.9283,282.9,3.11124,76470.7,237919.0,841.0,2.5104,5.81759,88963.7,4.854
normalized-minisat15_5_3_3_ic.opb,1710.0,1848.0,1710.0,1.0,1e+20,1e+20,5158288.4,1e+20,0.0,5665.0,5.000232,3.3128654970760234,0.0,951452.5406113537,5609825.7087506885,0.18340611353711792,0.004366812227074236,0.18777292576419213,0.0625,0.6218671481916375,-0.75,0.7299006323396567,6802.0,3435.0,0.0,0.0948251,0.818142,0.0870332,0.0245154,0.975485,0.513735,0.976744,75301800.0,-124388.0,4.75416,-34.348,-7.22482,20169.5,-145721.0,4242.5,883.118,20.3341,-45.1215,4.91613
Init-x2-i7_pp_81.opb,608802.0,608803.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.192232,0.0,0.0,0.004734519367594117,0.06864476450503715,0.004734519367594117,0.0,0.004734519367594117,0.0,0.0,0.0,0.0,609989.0,609988.0,6.5575e-06,0.936222,0.00597552,0.0577961,0.000825233,0.999175,0.989049,1.0,128399000.0,-1159840.0,290.381,-5619.96,-19.3537,50090.8,-969442.0,172.5,28.1532,1.84104,5553.96,4.43548
normalized-minisat15_4_4_3_mh_ic.opb,7380.0,13298.0,7380.0,1.0,1e+20,1e+20,2864089.3026505383,1e+20,0.0,7143.0,5.001885,0.9678861788617886,0.0,512104.02078853047,4459684.540701338,0.40860215053763443,0.0015360983102918587,0.41013824884792627,-0.3333333333333333,0.4714045207910317,-1.0,-0.010094708784665117,21293.0,9765.0,0.0,0.43465,0.517776,0.0475743,0.0548818,0.945118,0.398652,0.996255,86797200.0,280512.0,32.038,148.596,4.63812,51036.6,236714.0,1593.0,494.494,9.42611,643.961,4.8495
normalized-j9029_10.std.opb,41382.0,91831.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.019198,0.0,0.0,0.8241758241758241,12.823050507610667,0.0054762513234274035,0.0,0.0054762513234274035,0.0,0.0,0.0,0.0,184394.0,54782.0,0.00320509,0.84442,0.145867,0.0065078,0.00059881,0.999401,0.365381,1.0,116151000.0,19496.4,21.9172,-8.71022,-0.397414,110956.0,-44095.5,5062.5,4392.21,23.4506,-8.69308,4.75476
normalized-BA_RDC4.dot_unif_10null0mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,33759.0,33828.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.23964,0.0,0.0,-5.198719984366221,58.72795896298012,0.0,0.010699367320516892,0.010699367320516892,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00239714,0.997603,0.729932,0.0,87034600.0,-732112.0,51.3527,-667.975,-13.0076,58259.6,-757817.0,1134.5,186.454,7.57181,-1012.61,4.88104
normalized-frb30-15-5.opb,450.0,17794.0,450.0,1.0,-23.0,-23.0,-30.999999999999996,0.34782608695652156,0.0,7002.0,5.01023,15.56,36.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14341945950195742,17794.0,450.0,0.0,1.0,0.0,0.0,0.0124868,0.987513,0.0,0.0,60374400.0,-75670.2,5.9894,2.07911,0.347131,70633.0,24518.9,11793.0,6976.49,46.1009,2.61844,4.85341
normalized-single-obj-f4-DataDisplay_2_order9.seq-A-3-1-abcdeir.opb,1470.0,3061.0,1470.0,1.0,87859373.0,87859373.0,87859287.21784416,9.763584312822273e-07,0.0,24499.0,5.003131,16.665986394557823,2.0,129453.82687991021,1869911.394128594,0.04657687991021325,0.0,0.04657687991021325,8.762886597938144e+98,3.2925194685920224e+98,0.0,0.2020289229440967,11685.0,3564.0,0.00299529,0.690629,0.164827,0.141549,0.00551367,0.994486,0.477239,1.0,65802900.0,-166340.0,7.71988,-50.1356,-6.49435,30740.6,-199640.0,3982.0,1643.34,19.5235,-49.9271,4.87545
normalized-BA_RDC4.dot_unif_0null50mast_rapportOE2.0_TMAX60_K67_cod1.opb,36184.0,36738.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.034984,0.0,0.0,-596.9515710365628,416.10119228755616,0.0,0.7929593829571581,0.7929593829571581,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.126304,0.873696,0.455087,0.0,101604000.0,169279.0,216.305,1091.63,5.0467,34608.8,174660.0,160.0,32.838,1.75389,86938.4,4.89437
normalized-BA_RDC4.dot_unif_0null20mast_rapportOE2.0_TMAX60_K67_cod1.opb,36184.0,36738.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.041785,0.0,0.0,-477.78087068304865,385.0786908822131,0.0,0.7929593829571581,0.7929593829571581,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.126304,0.873696,0.455087,0.0,111783000.0,166887.0,225.101,991.53,4.40482,38267.2,168560.0,170.0,38.5308,1.82111,73463.0,4.88174
normalized-mps-v2-20-10-dc1l.opb,48686.0,3145.0,48686.0,1.0,1e+20,1e+20,2053095424000.0,1e+20,0.0,0.0,5.008684,0.0,0.0,7.977262695605374e+16,4.809809526705959e+18,1.0,0.0,1.0,1e+99,0.0,1e+99,1256.9704292527822,1652.0,85198.0,0.0,0.0,0.0,1.0,0.146471,0.853529,0.754477,1.0,113424000.0,1328350.0,19348.7,20628.6,1.06615,677204.0,722000.0,35.0,3.52113,1.0,206840.0,4.12717
normalized-BA_RDC4.dot_unif_20null0mast_rapportOE1.0_TMAX60_K67_cod3.opb,30420.0,30877.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.032896,0.0,0.0,-315.83768015623843,331.3432306703061,0.0,0.6346938270994537,0.6346938270994537,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.103709,0.896291,0.455087,0.0,105300000.0,474726.0,173.497,2239.2,12.9063,36954.8,476950.0,213.0,116.185,2.12412,10691.7,4.88992
normalized-BA_RDC4.dot_luby_50null0mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.035125,0.0,0.0,-0.018322212055613827,0.5775362452075052,0.0,0.005423017697337588,0.005423017697337588,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.000349163,0.999651,0.385501,0.0,107454000.0,103928.0,58.2589,43.6878,0.749891,78125.2,58585.4,1341.0,1234.87,8.53448,388.342,4.68215
normalized-BA_RDC4.dot_fibo_0null50mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,36668.0,36737.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.019766,0.0,0.0,-69.8441996238122,852.3620114804929,0.0,0.011871900725505044,0.011871900725505044,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00265914,0.997341,0.729932,0.0,102199000.0,223285.0,50.7728,144.56,2.84719,67654.7,192626.0,1332.5,144.21,8.52026,-5136.49,4.82835
normalized-BA_RDC4.dot_unif_20null50mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion.opb,30822.0,30891.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.021778,0.0,0.0,-7.734201333756748,84.09727541246737,0.0,0.009502406136258152,0.009502406136258152,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00212953,0.99787,0.729932,0.0,73449400.0,381557.0,111.951,136.042,1.21519,179458.0,218075.0,1603.0,941.448,9.46991,643.487,4.77717
normalized-NG.dot_unif_0null10mast_rapportOE1.0_TMAX60_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.482913,0.0,0.0,-2.4611694803639845,42.3222114727623,0.0,0.00444753751596424,0.00444753751596424,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000761731,0.999238,0.63328,0.0,134218000.0,799758.0,738564.0,1660710.0,2.24856,369282.0,830354.0,0.5,0.0,1.0,0.0,4.43977
normalized-BA_RDC4.dot_unif_50null0mast_rapportOE1.0_TMAX300_K67_cod1.opb,21760.0,22087.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.007473,0.0,0.0,-198.96754097550124,306.13866912586343,0.0,0.39647969147857903,0.39647969147857903,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.0674089,0.932591,0.455087,0.0,100771000.0,-847525.0,226.939,496.828,2.18925,283561.0,620786.0,1249.5,538.779,8.1364,-1556.3,4.69171
normalized-BA_RDC4.dot_luby_20null50mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.114911,0.0,0.0,-1.3992055167488675,18.803507499948466,0.0,0.008681291704791448,0.008681291704791448,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.00055883,0.999441,0.385501,0.0,119305000.0,815067.0,1445.52,19735.4,13.6528,57820.9,789417.0,40.0,29.2099,1.0,2963.96,4.69909
normalized-NG.dot_fibo_50null50mast_rapportOE1.0_TMAX15_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.2561350000000004,0.0,0.0,-12.163862946998723,257.7301858488942,0.0,0.002225015964240102,0.002225015964240102,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000381224,0.999619,0.63328,0.0,134218000.0,1413610.0,123474.0,417843.0,3.38405,370423.0,1253530.0,3.0,1.14286,1.0,43481.4,4.40369
normalized-BA_RDC4.dot_luby_50null20mast_rapportOE2.0_TMAX180_K67_cod2_pbEq1_newVersion_product.opb,52341.0,134829.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.047113,0.0,0.0,-0.4433315945053034,10.51798834864428,0.0,0.004225352112676056,0.004225352112676056,0.0,0.0,0.0,0.0,149401.0,57510.0,6.6934e-06,0.752431,0.171404,0.0761575,0.000608167,0.999392,0.589766,0.0,107165000.0,1104280.0,215.938,1408.74,6.52385,152560.0,995278.0,706.5,330.383,5.0396,-1948.65,4.66324
normalized-minisat25_6_4_3_mh.opb,28850.0,57429.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.004025,0.0,0.0,434689.3301116427,3966106.799050876,0.5358851674641149,0.0007974481658692185,0.5366826156299841,0.0,0.0,0.0,0.0,73332.0,31350.0,0.0,0.597625,0.380461,0.021914,0.070486,0.929514,0.342085,0.998514,98264200.0,1491940.0,121.002,2945.33,24.3411,60017.1,1460880.0,496.0,128.388,3.93152,-16519.6,4.80974
normalized-NG.dot_fibo_20null0mast_rapportOE1.0_TMAX60_K192_cod1.opb,331117.0,332434.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.512859,0.0,0.0,-570.0008569001761,1392.5248482995144,0.0,0.6829068459308517,0.6829068459308517,0.0,0.0,0.0,0.0,400980.0,399113.0,0.0,0.0609706,0.331051,0.607978,0.104571,0.895429,0.48797,0.0,134218000.0,434517.0,73728.7,15338.4,0.208039,368644.0,76692.1,5.0,0.0,1.0,0.0,4.36408
Init-x2-i10_pp_86.opb,539225.0,539226.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.177237,0.0,0.0,0.005345010429062939,0.07291393071681265,0.005345010429062939,0.0,0.005345010429062939,0.0,0.0,0.0,0.0,540318.0,540317.0,3.51645e-05,0.945155,0.00379036,0.05102,0.000926021,0.999074,0.990689,1.0,134218000.0,4193170.0,1437.04,153784.0,107.014,43111.3,4613520.0,30.0,18.4754,1.0,69.7764,4.34779
normalized-BA_RDC4.dot_unif_0null0mast_rapportOE2.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,71568.0,143199.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.125758,0.0,0.0,-3.061963552298271,45.53429111956174,0.0,0.005976242591180739,0.005976242591180739,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.00114631,0.998854,0.504753,0.0,66764400.0,-825989.0,56.6965,-743.981,-13.1222,66249.8,-869342.0,1168.5,557.002,7.73909,-1206.15,4.7719
normalized-mps-v2-20-10-fit2p.opb,293543.0,22967.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.256405,0.0,0.0,148115725.21226695,892638338.9941903,0.838424125176259,0.0,0.838424125176259,0.0,0.0,0.0,0.0,10500.0,293602.0,0.0,0.0,0.0,1.0,0.140233,0.859767,0.461789,1.0,131311000.0,-1010650.0,656.523,773.378,1.17799,605971.0,713828.0,923.0,341.819,6.36329,1081.58,4.53145
normalized-j6030_2.std.opb,29467.0,66981.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.007853,0.0,0.0,1.2295081967213115,15.646078901885646,0.008169489679211371,0.0,0.008169489679211371,0.0,0.0,0.0,0.0,123527.0,36722.0,0.00318149,0.841128,0.145976,0.00971448,0.000896612,0.999103,0.365431,1.0,111093000.0,-67683.8,-11.1409,5.92231,-0.531584,-83472.9,44372.9,7492.5,6250.8,33.2444,17.2843,4.71644
normalized-BA_RDC4.dot_unif_20null10mast_rapportOE2.0_TMAX300_K67_cod1.opb,30452.0,30909.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.023969,0.0,0.0,-353.37924896788707,371.5818591754976,0.0,0.6346938270994537,0.6346938270994537,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.103709,0.896291,0.455087,0.0,94082300.0,385097.0,41.4783,155.694,3.75363,87851.0,329760.0,2118.0,1024.71,11.7616,475.852,4.81226
normalized-wnq_n100_mw99_8.opb.PB06.opb,10000.0,656900.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.199974,0.0,0.0,49.5981,28.751681279361733,1.0,0.0,1.0,0.0,0.0,0.0,0.0,656900.0,10000.0,0.0,0.999696,0.0,0.00030446,0.0074438,0.992556,0.0149993,1.0,124333000.0,679737.0,386.501,452.267,1.17016,317318.0,371311.0,821.0,750.796,5.67377,1197.07,4.10727
normalized-BA_RDC4.dot_unif_0null0mast_rapportOE1.0_TMAX15_K67_cod2.opb,36622.0,36687.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.094199,0.0,0.0,-6.052983853237902,62.89338316231941,0.0,0.011871900725505044,0.011871900725505044,0.0,0.0,0.0,0.0,41436.0,40937.0,2.41336e-05,0.0940245,0.618013,0.287938,0.0021725,0.997827,0.598238,0.0,98165100.0,-1382160.0,178.66,-4113.69,-23.0252,61101.7,-1406880.0,342.0,124.498,3.09781,5935.5,4.87423
normalized-BA_RDC4.dot_luby_20null50mast_rapportOE1.0_TMAX120_K67_cod2.opb,30824.0,30893.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.021201,0.0,0.0,-1.5351882160392798,19.67899283263689,0.0,0.009502406136258152,0.009502406136258152,0.0,0.0,0.0,0.0,41436.0,40937.0,2.41336e-05,0.0940245,0.618013,0.287938,0.00173965,0.99826,0.598238,0.0,87594700.0,1095990.0,1113.33,22872.8,20.5445,52326.5,1075020.0,47.0,14.7474,1.0,19601.8,4.91104
normalized-BA_RDC4.dot_luby_20null20mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.047557,0.0,0.0,-0.5777187618558771,11.917165201939076,0.0,0.008681291704791448,0.008681291704791448,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.00055883,0.999441,0.385501,0.0,103926000.0,-2468440.0,136.955,5750.1,41.9854,59096.0,2481170.0,431.5,234.891,3.67824,3359.45,4.68834
normalized-minisat50_6_9_0_ic.opb,121375.0,475554.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.080708,0.0,0.0,301420.0669488818,3291051.0778061408,0.058706070287539935,0.00039936102236421724,0.05910543130990415,0.0,0.0,0.0,0.0,250157.0,125200.0,0.0,0.0295814,0.945106,0.0253121,0.00746947,0.992531,0.503865,0.993243,71303300.0,1499470.0,183.584,4229.83,23.0403,67467.1,1554460.0,367.5,128.622,3.26902,6387.48,4.73114
normalized-jul6.5.opb,9561.0,27498.0,9561.0,1.0,1e+20,1e+20,0.0,1e+20,0.0,6334.0,5.014099,0.6624830038698881,0.0,0.021906146179401995,0.564779692292501,0.0026993355481727574,0.0,0.0026993355481727574,9.999999999999996e+98,3.642504172923242e+83,1e+99,2.042780553630694,29620.0,9632.0,0.0,0.557731,0.175827,0.266442,0.000249554,0.99975,0.415323,1.0,52363500.0,-52947.3,2.8141,-0.197693,-0.0702507,51619.0,-3626.27,18343.0,12338.7,68.4469,3.06838,4.63397
normalized-wnq_n100_mw99_11.opb.PB06.opb,10000.0,656900.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.18854,0.0,0.0,49.2823,28.831084036331344,1.0,0.0,1.0,0.0,0.0,0.0,0.0,656900.0,10000.0,0.0,0.999696,0.0,0.00030446,0.0074438,0.992556,0.0149993,1.0,120682000.0,362015.0,126.992,444.727,3.50202,82417.5,288628.0,649.0,577.671,4.66744,1221.13,4.23274
normalized-BA_RDC4.dot_fibo_0null10mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,36668.0,36737.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.030536,0.0,0.0,-22.397879668759312,424.75471979091446,0.0,0.011871900725505044,0.011871900725505044,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00265914,0.997341,0.729932,0.0,90249900.0,589133.0,145.022,654.773,4.51501,113479.0,512360.0,782.5,169.978,5.43103,-4208.96,4.78797
normalized-BA_RDC4.dot_luby_20null0mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,30850.0,30919.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.026131,0.0,0.0,-0.03727679116691501,1.0131065224698512,0.0,0.009502406136258152,0.009502406136258152,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00212953,0.99787,0.729932,0.0,102104000.0,-703411.0,70.9893,-836.983,-11.7903,61973.7,-730686.0,873.0,302.998,6.02232,-3575.13,4.85552
normalized-single-obj-f11-DCTotalLoss.seq-A-3-combined-abcdeir.opb,5050.0,11280.0,5050.0,1.0,1e+20,1e+20,53172050230.6,1e+20,0.0,8446.0,5.005967,1.6724752475247524,0.0,10138201.626344586,269383734.038624,0.025198198533516954,0.0,0.025198198533516954,1.0000000000000001e+99,1.2141680576410807e+83,1e+99,0.006606488749345892,105218.0,26867.0,0.0120702,0.693028,0.133703,0.161199,0.0025636,0.997436,0.456013,1.0,74588200.0,5248.68,5.1048,-3.89534,-0.763074,58350.4,-44525.7,11430.5,9299.74,44.8889,8.57263,4.83379
normalized-NG.dot_fibo_10null0mast_rapportOE2.0_TMAX120_K192_cod1.opb,365115.0,366610.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.512931,0.0,0.0,-667.5349813210795,1519.4049692308356,0.0,0.7680907412186524,0.7680907412186524,0.0,0.0,0.0,0.0,400980.0,399113.0,0.0,0.0609706,0.331051,0.607978,0.1161,0.8839,0.48797,0.0,134218000.0,449447.0,46078.8,11430.9,0.248074,368630.0,91447.5,8.0,0.0,1.0,0.0,4.36782
normalized-BA_RDC4.dot_unif_10null10mast_rapportOE1.0_TMAX180_K67_cod2.opb,33765.0,33834.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.235859,0.0,0.0,-5.991889977282165,66.26275869015053,0.0,0.010699367320516892,0.010699367320516892,0.0,0.0,0.0,0.0,41436.0,40937.0,2.41336e-05,0.0940245,0.618013,0.287938,0.00195836,0.998042,0.598238,0.0,74708200.0,376635.0,90.2879,97.3827,1.07858,188521.0,203335.0,2088.0,1133.35,11.6359,-211.007,4.70832
normalized-BA_RDC4.dot_unif_0null50mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.055144,0.0,0.0,-8.299917427302551,85.45660826170501,0.0,0.010846035394675177,0.010846035394675177,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.000698081,0.999302,0.385501,0.0,99518000.0,681924.0,74.7672,840.381,11.24,59103.5,664321.0,790.5,139.161,5.49431,9624.89,4.69746
normalized-NG.dot_fibo_20null20mast_rapportOE1.0_TMAX300_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.286193,0.0,0.0,-11.993990960249041,339.80661254646986,0.0,0.0035595266602809704,0.0035595266602809704,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000609734,0.99939,0.63328,0.0,100555000.0,3271980.0,2479.68,20138.6,8.12145,384350.0,3121480.0,155.0,69.2508,1.70096,1793.64,4.35527
normalized-50-250-false-45-90-4-1000opt.opb,1824.0,62078.0,1824.0,1.0,-33.0,-33.0,-299.0,8.06060606060606,0.0,3807.0,5.002392,2.0871710526315788,6.0,-0.16148148148148148,0.6696951786993198,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,2.0064478689793024,62994.0,2025.0,0.0,0.0185732,0.981427,0.0,0.000718288,0.999282,0.330139,0.0,42051700.0,68852.3,4.45765,-0.173797,-0.0389884,58323.9,-2273.96,13084.0,9693.03,50.4961,8.45208,4.83515
normalized-single-obj-f58-fob_fxl_loss.seq-B-3-2-irabcde.opb,27712.0,53493.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,8.444347,0.0,0.0,2506736.3147092243,31391909.757672448,0.00828703365890778,0.0,0.00828703365890778,0.0,0.0,0.0,0.0,291294.0,95933.0,0.000267771,0.743119,0.132258,0.124355,0.00101607,0.998984,0.521437,1.0,53408100.0,978900.0,30.4904,946.96,31.0576,32243.6,1001410.0,1057.5,477.989,7.12807,-2030.96,4.72124
